Gene1	Gene2	corVal	pValue
g1	g1	1	0
g2	g2	1	0
g3	g3	1	0
g4	g4	1	0
g5	g5	1	0
g6	g6	1	0
g7	g7	1	0
g8	g8	1	0
g9	g9	1	0
g10	g10	1	0
g11	g11	1	0
g7	g10	0.0526078355906366	0.191529822445708
g10	g7	0.0526078355906366	0.191529822445709
g11	g6	0.0314619926110272	0.434953921454319
g6	g11	0.0314619926110271	0.434953921454319
g9	g6	0.0177389537745296	0.659846401242453
g6	g9	0.0177389537745296	0.659846401242453
g8	g6	0.0129350999691787	0.748268062447133
g6	g8	0.0129350999691786	0.748268062447134
g7	g1	0.0128684445275925	0.749521765268723
g1	g7	0.0128684445275925	0.749521765268723
g2	g6	0.0110421210587166	0.784118906268438
g6	g2	0.0110421210587166	0.784118906268438
g5	g1	0.00681953835208014	0.865647368030232
g1	g5	0.00681953835208014	0.865647368030232
g4	g10	-0.0044854140955141	0.911393966836255
g10	g4	-0.00448541409551412	0.911393966836254
g7	g2	-0.00497361397891489	0.901796273757529
g2	g7	-0.0049736139789149	0.901796273757529
g8	g7	-0.010779356575053	0.78913363209056
g7	g8	-0.010779356575053	0.78913363209056
g5	g10	-0.013267636111212	0.742023461582582
g10	g5	-0.013267636111212	0.742023461582581
g6	g5	-0.0133101432060255	0.741226443061906
g5	g6	-0.0133101432060255	0.741226443061906
g5	g11	-0.0144085748046005	0.720728847324604
g11	g5	-0.0144085748046005	0.720728847324604
g6	g7	-0.0153779489686467	0.702803820118525
g7	g6	-0.0153779489686467	0.702803820118525
g6	g1	-0.0164932791240612	0.682382504876294
g1	g6	-0.0164932791240612	0.682382504876294
g7	g5	-0.0175402249951262	0.663421782017846
g5	g7	-0.0175402249951262	0.663421782017846
g3	g6	-0.0179819374553068	0.655485333916277
g6	g3	-0.0179819374553069	0.655485333916276
g4	g7	-0.0193377000698008	0.631370171304504
g7	g4	-0.0193377000698008	0.631370171304504
g8	g1	-0.020925017818857	0.603627274428875
g1	g8	-0.0209250178188571	0.603627274428875
g5	g4	-0.0292468458766778	0.467993058750489
g4	g5	-0.0292468458766778	0.467993058750489
g6	g4	-0.0314153687332086	0.435635187630062
g4	g6	-0.0314153687332086	0.435635187630062
g1	g2	-0.0315800331236039	0.433231863898116
g2	g1	-0.0315800331236039	0.433231863898116
g9	g1	-0.0366336575017442	0.363265817686265
g1	g9	-0.0366336575017442	0.363265817686265
g8	g5	-0.0381157717308892	0.344164656695292
g5	g8	-0.0381157717308892	0.344164656695292
g5	g3	-0.038550717277786	0.338682808834473
g3	g5	-0.038550717277786	0.338682808834473
g7	g3	-0.0392540180761718	0.329937732663884
g3	g7	-0.0392540180761718	0.329937732663884
g5	g9	-0.0420610339012139	0.296501189272371
g9	g5	-0.0420610339012139	0.296501189272371
g7	g11	-0.043736191247219	0.277663628451785
g11	g7	-0.043736191247219	0.277663628451785
g10	g6	-0.0450835969726393	0.263114342039384
g6	g10	-0.0450835969726393	0.263114342039384
g4	g11	-0.0469186280556861	0.244157182768381
g11	g4	-0.0469186280556862	0.244157182768381
g4	g8	-0.0603249364088684	0.13413779966366
g8	g4	-0.0603249364088684	0.13413779966366
g7	g9	-0.0620122953644606	0.123569484504076
g9	g7	-0.0620122953644606	0.123569484504076
g4	g1	-0.0660947841693192	0.100681408026161
g1	g4	-0.0660947841693192	0.100681408026161
g4	g3	-0.0718129624348675	0.0744348120731594
g3	g4	-0.0718129624348676	0.0744348120731592
g2	g5	-0.0738989661988008	0.0663738220331857
g5	g2	-0.0738989661988008	0.0663738220331856
g1	g3	-0.0876237733961887	0.0294005900092812
g3	g1	-0.0876237733961887	0.0294005900092812
g10	g1	-0.0893107589581913	0.0264069912637915
g1	g10	-0.0893107589581913	0.0264069912637915
g2	g4	-0.09177388831799	0.0225093874607806
g4	g2	-0.0917738883179901	0.0225093874607806
g11	g1	-0.100381680235262	0.0125352904799534
g1	g11	-0.100381680235262	0.0125352904799534
g4	g9	-0.101482502923439	0.0115953008987066
g9	g4	-0.101482502923439	0.0115953008987066
g2	g3	-0.253244832995334	1.6892033192232e-10
g3	g2	-0.253244832995334	1.68920331922311e-10
g8	g10	-0.25661691501362	9.46741324522172e-11
g10	g8	-0.25661691501362	9.46741324522154e-11
g9	g10	-0.259399465730888	5.83436395330846e-11
g10	g9	-0.259399465730889	5.83436395330837e-11
g11	g10	-0.259636897023924	5.59678652290233e-11
g10	g11	-0.259636897023924	5.59678652290233e-11
g9	g8	-0.302862010998832	1.41226608624241e-14
g8	g9	-0.302862010998832	1.41226608624241e-14
g2	g10	-0.321574862774167	2.46977719517626e-16
