Parent	Type	Child	Weight	Probability	Score
x_g1	+	x_g1	0.445237	1.000000	0.528708
x_g2	+	x_g1	0.204556	1.000000	0.242905
x_g3	+	x_g1	0.015393	0.143588	0.002625
x_g4	-	x_g1	-0.002179	0.002482	-0.000006
x_g5	+	x_g1	0.001651	0.000207	0.000000
x_g6	+	x_g1	0.001219	0.000290	0.000000
x_g7	+	x_g1	0.024061	0.292004	0.008343
x_g8	-	x_g1	-0.041093	0.001793	-0.000088
x_g9	-	x_g1	-0.000530	0.036318	-0.000023
x_g10	-	x_g1	-0.008909	0.031438	-0.000333
x_g11	+	x_g1	0.017160	0.196965	0.004014
x_g1	+	x_g2	0.345064	1.000000	0.409755
x_g2	+	x_g2	0.327527	1.000000	0.388929
x_g3	+	x_g2	0.040327	0.422780	0.020246
x_g4	+	x_g2	0.002026	0.001866	0.000004
x_g5	-	x_g2	-0.010500	0.024551	-0.000306
x_g6	+	x_g2	0.016865	0.065374	0.001309
x_g7	-	x_g2	-0.036575	0.220586	-0.009581
x_g8	-	x_g2	-0.015426	0.077947	-0.001428
x_g9	-	x_g2	-0.012303	0.059511	-0.000869
x_g10	+	x_g2	0.014251	0.055184	0.000934
x_g11	-	x_g2	-0.002861	0.014949	-0.000051
x_g1	-	x_g3	-0.223157	0.397040	-0.105213
x_g2	-	x_g3	-0.458689	0.995963	-0.542483
x_g3	+	x_g3	0.713499	1.000000	0.847261
x_g4	+	x_g3	0.180447	0.513103	0.109946
x_g5	+	x_g3	0.179782	0.462215	0.098677
x_g6	-	x_g3	-0.090704	0.084709	-0.009124
x_g7	-	x_g3	-0.162564	0.219482	-0.042369
x_g8	-	x_g3	-0.121532	0.132825	-0.019169
x_g9	-	x_g3	-0.118616	0.122005	-0.017185
x_g10	-	x_g3	-0.148899	0.163831	-0.028967
x_g11	-	x_g3	-0.239039	0.516851	-0.146710
x_g1	-	x_g4	-0.265706	0.335515	-0.105861
x_g2	-	x_g4	-0.000731	0.088606	-0.000077
x_g3	+	x_g4	0.154365	0.147150	0.026973
x_g4	+	x_g4	0.756129	1.000000	0.897883
x_g5	+	x_g4	0.173192	0.194517	0.040004
x_g6	+	x_g4	0.130601	0.102365	0.015875
x_g7	+	x_g4	0.109820	0.058886	0.007679
x_g8	-	x_g4	-0.039230	0.045205	-0.002106
x_g9	-	x_g4	-0.373229	0.960361	-0.425631
x_g10	-	x_g4	-0.204277	0.196986	-0.047784
x_g11	-	x_g4	-0.113495	0.067249	-0.009063
x_g1	+	x_g5	0.135492	0.151230	0.024332
