Gene1	Gene2	Score
x_g7	x_g1	-0.715665520479011
x_g1	x_g7	-0.715665520479011
x_g7	x_g2	-0.696772532987389
x_g3	x_g2	0.650596481298308
x_g2	x_g3	0.650596481298308
x_g8	x_g2	-0.633533013390423
x_g2	x_g8	-0.633533013390423
x_g7	x_g3	-0.628337586384384
x_g8	x_g3	-0.615627832578768
x_g3	x_g8	-0.615627832578768
x_g2	x_g7	-0.594985802384599
x_g1	x_g2	0.562517977484209
x_g7	x_g8	0.553393927122316
x_g1	x_g3	0.525380016748735
x_g2	x_g1	0.461991222278113
x_g1	x_g8	-0.459345636768508
x_g8	x_g6	-0.441123789055733
x_g6	x_g8	-0.441123789055733
x_g3	x_g7	-0.427571721206508
x_g7	x_g6	0.418424462623609
x_g6	x_g7	0.417719034245396
x_g6	x_g2	-0.397216801970441
x_g6	x_g3	-0.374181003849205
x_g8	x_g7	0.361669877197974
x_g8	x_g1	-0.361471329755713
x_g6	x_g1	-0.357009208068429
x_g1	x_g6	-0.332155578185006
x_g3	x_g1	0.331828290012015
x_g2	x_g6	-0.324658329933884
x_g5	x_g3	-0.273149146236227
x_g3	x_g5	-0.273149146236227
x_g3	x_g6	-0.26750014089842
x_g2	x_g4	-0.240412707105727
x_g8	x_g5	0.227499987893433
x_g5	x_g8	0.227499987893433
x_g3	x_g4	-0.213310776917609
x_g2	x_g5	-0.208595136233092
x_g7	x_g5	0.206717751222536
x_g4	x_g2	-0.183934071003162
x_g8	x_g4	0.183488943267701
x_g7	x_g4	0.183278717966128
x_g6	x_g4	0.180327380731809
x_g1	x_g4	-0.173935826937542
x_g1	x_g5	-0.169890740881013
x_g4	x_g3	-0.167433527670877
x_g5	x_g7	-0.151891303243671
x_g4	x_g8	0.151848558263582
x_g6	x_g5	0.149734885402356
x_g5	x_g2	-0.149061356246394
x_g5	x_g4	0.143565222439943
x_g4	x_g6	0.135773422645476
x_g4	x_g7	0.1330288341266
x_g4	x_g5	0.132639914015667
x_g5	x_g6	0.124648173015895
x_g4	x_g1	0.123943302710995
x_g5	x_g1	-0.11538446501446
