Gene1	Gene2	Score
x_g3	x_g2	0.697230013898788
x_g2	x_g3	0.697230013898788
x_g8	x_g2	0.695488827872557
x_g4	x_g8	-0.687159093468057
x_g8	x_g4	-0.683647447017534
x_g2	x_g8	0.652455570834102
x_g1	x_g4	-0.640563428557235
x_g4	x_g1	-0.640563428557235
x_g3	x_g8	0.63795453904221
x_g4	x_g2	-0.634669946552643
x_g2	x_g4	-0.634669946552643
x_g8	x_g3	0.615588193998774
x_g4	x_g3	-0.599945220840415
x_g3	x_g4	-0.599945220840415
x_g1	x_g8	0.526538749097134
x_g8	x_g1	0.521370205616004
x_g6	x_g8	-0.490967635467954
x_g8	x_g6	-0.490228670179466
x_g1	x_g2	0.455567929558675
x_g7	x_g2	-0.448262081118031
x_g7	x_g3	-0.448250650941438
x_g2	x_g6	-0.4456032864065
x_g1	x_g3	0.434213853963687
x_g2	x_g7	-0.431513615383174
x_g2	x_g1	0.425244441590669
x_g7	x_g8	-0.422676890151406
x_g4	x_g6	0.419923716027464
x_g3	x_g6	-0.411864608517388
x_g3	x_g7	-0.406897765803691
x_g8	x_g7	-0.398757247176564
x_g6	x_g2	-0.395504163902736
x_g4	x_g7	0.381987275363164
x_g3	x_g1	0.372273695299811
x_g3	x_g5	-0.369037519240313
x_g7	x_g6	0.361296876980293
x_g1	x_g6	-0.356304444000424
x_g7	x_g1	-0.353204958447675
x_g1	x_g7	-0.353204958447675
x_g2	x_g5	-0.35182033474744
x_g7	x_g4	0.348829262467091
x_g6	x_g3	-0.344397023484796
x_g6	x_g4	0.332356678058736
x_g6	x_g1	-0.327608953967729
x_g8	x_g5	-0.321655408011807
x_g1	x_g5	-0.321456686608969
x_g4	x_g5	0.315003106010959
x_g5	x_g4	0.311306130322887
x_g5	x_g6	0.309044217432926
x_g5	x_g8	-0.307042017523458
x_g5	x_g2	-0.304290619326592
x_g7	x_g5	0.30328834403671
x_g5	x_g3	-0.301324842023844
x_g5	x_g7	-0.283398870233496
x_g6	x_g7	0.258836285318691
x_g6	x_g5	0.246345541800053
x_g5	x_g1	-0.227495599542215
