,pseudotime
1,0.077156566
6,0.1648581
19,0.14063631
29,0.25004232
31,0.12963136
32,0.058120225
36,0.15468615
46,0.02615011
54,0.029066276
55,0.16229624
58,0.21817237
59,0.050835367
66,0.055249438
73,0.04978911
74,0.21473993
76,0.053472623
85,0.035362042
96,0.035412736
98,0.09902613
101,0.1592116
102,0.07881159
108,0.07864984
123,0.04592226
125,0.029714333
128,0.15846406
132,0.16865624
135,0.04155243
143,0.25734565
144,0.11682787
145,0.06273129
146,0.059532974
175,0.09074282
182,0.050254297
183,0.057647053
185,0.13847794
187,0.14768037
188,0.18033192
194,0.063991904
195,0.039792903
199,0.19586766
200,0.18869181
209,0.15183891
211,0.15462708
212,0.09490229
219,0.05776954
221,0.24250206
222,0.037062984
225,0.16106439
231,0.15260293
233,0.18594302
239,0.18385358
243,0.18101358
246,0.08399268
248,0.26698953
249,0.061282646
250,0.042343557
254,0.19792014
256,0.17999569
258,0.02759261
262,0.041929603
264,0.09437509
266,0.15445967
269,0.18893526
273,0.06609884
274,0.19583394
277,0.08427225
278,0.16561016
279,0.112724684
280,0.1733105
282,0.17039736
283,0.1898418
289,0.15788746
290,0.26918966
291,0.15927829
293,0.055441372
297,0.04247399
299,0.049637377
301,0.16755722
307,0.21924058
310,0.07460071
311,0.1319414
318,0.07990963
319,0.07831391
322,0.13589868
323,0.07644869
326,0.18267812
333,0.038903486
338,0.15007132
339,0.029619427
340,0.32470962
343,0.12393053
344,0.13089441
347,0.052855127
350,0.13178822
352,0.23060714
356,0.07688409
359,0.102789134
365,0.09913997
369,0.13070287
370,0.03770497
371,0.04421434
374,0.1826984
375,0.15097204
376,0.08697172
382,0.1380396
401,0.15396108
402,0.15003367
406,0.03509229
407,0.10613181
408,0.18454003
409,0.06274454
414,0.07237415
419,0.108964965
427,0.14062235
430,0.13081789
434,0.029376674
435,0.1882057
436,0.15781203
440,0.097832605
450,0.1485686
451,0.106740564
453,0.10021859
455,0.08516373
456,0.15636334
457,0.03839111
465,0.044722922
468,0.13901976
471,0.17217968
476,0.05061684
480,0.08378399
482,0.015054288
483,0.037989203
495,0.16139959
497,0.049638797
501,0.10286814
503,0.07303241
509,0.18112575
512,0.11055512
513,0.14941034
517,0.17481789
527,0.059750397
529,0.057886846
534,0.078516796
547,0.19927426
550,0.18528803
551,0.16776977
554,0.066854246
556,0.175991
557,0.049583692
559,0.076440156
562,0.0919327
563,0.1540839
565,0.1439131
571,0.045903746
573,0.2043244
575,0.1674243
576,0.13461655
579,0.14820199
582,0.16791242
588,0.22387409
591,0.09974751
594,0.070707515
599,0.036059853
600,0.08130757
601,0.038688146
603,0.08216137
606,0.14424093
607,0.17988148
608,0.08466551
618,0.21138306
620,0.12323834
622,0.03433169
623,0.053940084
624,0.18420692
627,0.16455442
632,0.021791212
635,0.1894526
647,0.07509028
650,0.15392934
666,0.046308514
667,0.17061049
670,0.07071634
672,0.15429801
680,0.15512112
681,0.11438952
687,0.20390293
688,0.19192335
691,0.07413112
695,0.1901654
697,0.11587489
699,0.04514197
700,0.041603595
705,0.055882264
707,0.22442986
708,0.052381694
710,0.129112
716,0.0643833
722,0.045256093
723,0.08636028
725,0.07928247
727,0.054933775
728,0.032751784
732,0.07385869
735,0.16032656
736,0.15910885
740,0.043334153
741,0.1295217
744,0.08853848
751,0.1851181
755,0.05932618
758,0.0977639
763,0.12991227
765,0.07609005
767,0.10646766
771,0.094530545
772,0.08905715
773,0.056734614
774,0.17774065
784,0.02888517
786,0.037213244
788,0.094503336
791,0.15024884
792,0.038265254
794,0.036969185
799,0.06702769
803,0.16045451
808,0.15188643
810,0.2511751
812,0.1243767
822,0.18194906
830,0.016076691
833,0.06402986
842,0.09744861
854,0.036518775
861,0.011289017
874,0.11305366
877,0.09012036
879,0.046846036
881,0.20078501
892,0.11622173
894,0.15113705
911,0.06788424
912,0.37930107
928,0.034883074
932,0.11727195
933,0.032010663
939,0.19744329
943,0.17650582
947,0.253803
951,0.02138881
952,0.08122371
958,0.03865176
964,0.13156332
967,0.0697044
968,0.15315364
976,0.1529681
982,0.15464781
984,0.2898929
990,0.034749463
991,0.18420978
997,0.04334097
1011,0.02361475
1017,0.19409482
1020,0.15776351
1022,0.08621797
1023,0.040971953
1026,0.050882496
1031,0.062638246
1032,0.043637548
1034,0.04270985
1036,0.17586793
1039,0.034339372
1042,0.1120503
1045,0.048278384
1048,0.22584182
1052,0.19840601
1054,0.084343314
1055,0.08946724
1060,0.0
1061,0.15424019
1079,0.11269388
1087,0.041644413
1088,0.057725724
1101,0.09033519
1103,0.027928498
1108,0.18157947
1111,0.040094435
1116,0.16840352
1120,0.18660727
1121,0.06798964
1123,0.054625925
1124,0.045798346
1125,0.11735088
1126,0.14596595
1136,0.34651196
1138,0.16749881
1144,0.29905468
1145,0.16290192
1146,0.061401524
1154,0.18847159
1155,0.03970768
1158,0.043130446
1164,0.07514909
1167,0.025391143
1169,0.03269353
1170,0.17434199
1177,0.19975267
1178,0.063257426
1180,0.1698838
1184,0.15742746
1185,0.09946436
1186,0.06274454
1191,0.30900317
1203,0.076940306
1205,0.037130687
1208,0.19609177
1214,0.19015056
1215,0.03421665
1220,0.04052582
1225,0.25508776
1227,0.06979083
1229,0.06141252
1231,0.018436184
1232,0.063173115
1239,0.19190583
1240,0.04822168
1243,0.1263498
1245,0.17840488
1247,0.16577083
1249,0.17091663
1254,0.14936307
1257,0.05845113
