,pseudotime
1,0.021075573
2,0.068059936
3,0.1516158
7,0.18679327
11,0.021262312
13,0.07528798
26,0.179522
31,0.13423258
33,0.008875771
34,0.10473526
35,0.085962854
42,0.21925333
44,0.16335134
45,0.1267458
46,0.19024713
47,0.21800333
50,0.028761543
52,0.07064405
54,0.21829094
57,0.04915255
63,0.021870883
65,0.021991368
68,0.18918161
69,0.16567913
70,0.076987304
82,0.0962383
86,0.0024616253
88,0.053124156
89,0.18069255
91,0.1626538
92,0.1710189
94,0.05073104
99,0.050730314
101,0.16966394
102,0.029210566
104,0.1629058
107,0.11698209
108,0.055906214
111,0.040968638
119,0.21135235
126,0.045635287
129,0.11168643
131,0.10701257
134,0.049154345
135,0.061962288
136,0.1916083
138,0.21279533
139,0.11400861
141,0.022739053
142,0.06882558
143,0.03876941
145,0.20164622
146,0.15733735
148,0.16549921
149,0.035108488
150,0.055549346
153,0.023697875
155,0.1274757
158,0.06364755
161,0.07313944
163,0.17818357
164,0.22713044
165,0.05615442
166,0.017246941
168,0.13096608
171,0.05701559
173,0.13960432
174,0.11826592
176,0.18156807
177,0.019936899
179,0.21222419
185,0.0082114125
186,0.1851217
187,0.053721536
189,0.021436857
190,0.01656214
192,0.064972855
200,0.023293901
201,0.06338719
202,0.12538472
203,0.05049488
209,0.012103713
210,0.052345674
213,0.1726689
219,0.053523865
221,0.035693344
225,0.18152091
226,0.0340561
228,0.21897946
229,0.08079377
230,0.08409514
234,0.04678411
235,0.07562261
237,0.034788907
239,0.015089606
244,0.17049594
247,0.06442687
249,0.20385543
255,0.11656492
256,0.104963854
258,0.016796043
259,0.027810616
260,0.08418698
262,0.03983137
265,0.08248363
266,0.050901856
267,0.048036132
269,0.031818558
273,0.2134881
274,0.016436858
275,0.020788807
277,0.046721987
278,0.06058043
280,0.06697237
282,0.055929873
283,0.19289583
284,0.06986033
288,0.05784382
292,0.02269743
296,0.034638904
301,0.031847876
305,0.029286668
306,0.008321204
307,0.17011684
309,0.028023776
310,0.043966725
312,0.22349955
315,0.050696548
317,0.0846247
318,0.0059817187
319,0.21229877
324,0.18511973
330,0.12806599
332,0.053939402
337,0.18528786
338,0.033615515
345,0.0786813
347,0.14789885
350,0.047872834
353,0.01537619
354,0.1697497
355,0.21298131
356,0.056531917
357,0.05344939
358,0.019625958
359,0.2084569
370,0.13210785
372,0.016579509
376,0.02747199
377,0.20168346
380,0.048941746
381,0.12144422
386,0.0586316
387,0.049970135
389,0.004414194
395,0.17274778
403,0.18059069
406,0.11921298
407,0.060697902
411,0.012953393
414,0.21538745
416,0.076382026
417,0.13339692
422,0.05936979
423,0.066311456
426,0.054724466
428,0.072166555
432,0.13147114
434,0.05522084
437,0.056813296
439,0.01890912
441,0.20535995
450,0.18961965
452,0.17300285
462,0.18187214
464,0.049880188
465,0.058020618
468,0.16591467
471,0.16689579
475,0.19411227
477,0.05112364
478,0.16788276
479,0.01641743
481,0.014426074
482,0.037732445
486,0.09457505
487,0.055232193
493,0.031364497
494,0.065213546
497,0.12385561
501,0.015964037
503,0.068753086
507,0.051497295
510,0.031723317
513,0.028320262
514,0.18946554
515,0.038297866
518,0.047332294
522,0.16953695
524,0.16694655
526,0.027016567
527,0.03386612
532,0.068619445
533,0.059857823
535,0.11862196
537,0.20892233
538,0.056690715
539,0.07872839
540,0.08015273
541,0.05262685
542,0.029488994
544,0.16188599
545,0.08867227
549,0.07836913
552,0.16037816
554,0.15131187
560,0.21741866
561,0.06902383
564,0.046466693
567,0.1129545
569,0.011807905
571,0.024622235
581,0.027562514
582,0.0170828
586,0.19926298
588,0.123004824
591,0.12279915
592,0.049300574
593,0.021885432
597,0.015746173
608,0.17726426
609,0.055123296
614,0.011586152
619,0.022689657
622,0.20207061
628,0.013169491
631,0.21134706
637,0.03628363
638,0.05496027
639,0.022663953
640,0.07323522
641,0.095304206
642,0.20167044
646,0.0643327
650,0.0051964754
651,0.055317134
652,0.07245791
655,0.11150569
656,0.12280497
659,0.025215099
666,0.12734292
668,0.16251299
671,0.047893334
672,0.032767
677,0.12849508
681,0.027020305
682,0.21018955
684,0.073210575
686,0.038405936
687,0.054650176
696,0.2067802
705,0.15862133
706,0.04568428
707,0.055527102
708,0.040276933
709,0.024281232
711,0.04878464
714,0.19208288
717,0.17883198
718,0.06299851
719,0.017441612
721,0.071711406
723,0.11644855
724,0.120237425
736,0.016836148
742,0.09038527
745,0.045591973
746,0.024445007
749,0.045417894
750,0.16782673
754,0.017186575
757,0.21704501
758,0.041597806
759,0.09787257
762,0.056777455
765,0.036804423
769,0.060317416
771,0.027308255
773,0.05364181
775,0.053450022
778,0.019494515
782,0.17959408
785,0.084540635
786,0.01297747
790,0.047649097
794,0.17220733
801,0.07041739
802,0.030876307
803,0.041766528
804,0.19023629
805,0.02962212
806,0.050786696
807,0.052096296
810,0.018599465
812,0.12096843
814,0.04891666
820,0.05150327
821,0.21235813
822,0.08668057
827,0.054769613
829,0.06246708
835,0.076552264
837,0.055305712
840,0.014821184
841,0.06761207
842,0.012570256
845,0.0328524
850,0.16650163
851,0.061590526
855,0.16886616
857,0.029132584
859,0.050135564
860,0.09453539
863,0.06553765
867,0.12646234
870,0.064671025
871,0.041190427
872,0.13974093
873,0.016362
875,0.06159345
877,0.16689497
879,0.06043508
886,0.028681321
890,0.06004849
891,0.15307797
892,0.21082276
897,0.054007884
898,0.023896398
900,0.16394952
901,0.042754464
903,0.22429569
910,0.17275989
912,0.04951447
913,0.053564914
914,0.027764507
915,0.024668533
917,0.06959588
918,0.11389279
924,0.06937038
926,0.054532252
930,0.0452988
934,0.15877609
935,0.21802728
936,0.093254864
938,0.13185282
939,0.05393443
940,0.19355956
943,0.0480228
944,0.1331223
949,0.11400742
951,0.01568771
952,0.13051468
962,0.051402252
968,0.21761554
972,0.17994916
974,0.023493642
975,0.026822735
977,0.05897737
980,0.16375087
983,0.033914216
984,0.06418513
985,0.12800528
991,0.154144
993,0.17110682
995,0.17421871
997,0.11153114
998,0.2123498
999,0.021569734
1000,0.0071307197
1002,0.15513317
1003,0.07877065
1005,0.01744176
1008,0.032253608
1009,0.04886532
1010,0.20623945
1013,0.04087866
1014,0.050156686
1017,0.12638849
1018,0.050300036
1019,0.2086958
1021,0.082275964
1022,0.04861272
1028,0.029031957
1029,0.05182541
1032,0.1656941
1037,0.05508417
1039,0.05637732
1041,0.14487012
1043,0.14373755
1047,0.0
1052,0.21359272
1056,0.03817885
1057,0.15635568
1060,0.10585935
1063,0.06758421
1065,0.081433795
1066,0.21957187
1073,0.046651524
1075,0.069045395
1076,0.20826909
1078,0.034612454
1079,0.074300244
1082,0.039709806
1083,0.021081885
1088,0.058046225
1092,0.035513375
1094,0.109426335
1095,0.16693965
1096,0.054894395
1097,0.06261595
1099,0.12653142
1100,0.13701482
1101,0.02359967
1104,0.060168132
1107,0.12452351
1109,0.06452941
1112,0.03788263
1114,0.06254975
1121,0.12144612
1122,0.22549433
1124,0.22783561
1125,0.08429599
1126,0.07908728
1128,0.13009524
1130,0.15433626
1134,0.024933344
1142,0.109856635
1143,0.1762881
1145,0.05223133
1146,0.061848268
1147,0.21024142
1150,0.027718507
1152,0.04675599
1155,0.008577472
1157,0.16811395
1163,0.20302886
1168,0.048388213
1174,0.09350983
1175,0.015180527
1182,0.12785202
1184,0.07145579
1188,0.043471873
1190,0.18917716
1192,0.19600652
1195,0.213161
1198,0.037090134
1199,0.07267132
1200,0.06542475
1201,0.21401459
1204,0.052976996
1205,0.066769965
1211,0.070778504
1212,0.0072900504
1213,0.0489982
1215,0.005651266
1217,0.026973275
1219,0.041874986
1234,0.0217161
1237,0.057095617
1240,0.029177198
1241,0.07150751
1242,0.04856552
1244,0.12135738
1250,0.031320643
1252,0.03757623
1254,0.026522353
1257,0.036832795
1261,0.20912434
1265,0.17246252
1266,0.17671373
1270,0.040629636
1272,0.06443122
1274,0.13061006
1280,0.012900768
1281,0.1244646
1283,0.047393937
1285,0.038974874
1288,0.087259844
1289,0.049859814
1290,0.18194397
1292,0.03949319
1294,0.060998857
1295,0.06749454
1297,0.026982037
1300,0.018573618
1306,0.026926719
1309,0.016933937
1314,0.19525377
1315,0.051477507
1316,0.038496245
1318,0.20555504
1321,0.014616684
1322,0.018016469
1323,0.05100115
1327,0.23155878
1329,0.071364805
1336,0.14367332
1337,0.03839104
1341,0.02952752
1342,0.017699331
1345,0.22371179
1347,0.16643776
1349,0.19847907
1350,0.17062266
1351,0.057990532
1353,0.18415974
1355,0.068247326
1356,0.15679057
1358,0.15083559
1364,0.19405577
1366,0.021051627
1367,0.15595089
1368,0.16110158
1371,0.056224037
1372,0.026791383
1379,0.01526701
1380,0.16116616
1382,0.12692142
1383,0.018715201
1386,0.07949858
1387,0.040307146
1393,0.06200049
1394,0.056625836
1395,0.054245237
1396,0.01773093
1399,0.1217309
1400,0.084540635
1404,0.22260307
1406,0.12344155
1411,0.21337382
1417,0.049411785
1426,0.04069654
1431,0.15887095
1432,0.06086839
1436,0.08831238
1438,0.052172046
1441,0.05142899
1445,0.18324272
1446,0.19220327
1451,0.18202913
1452,0.051751465
1457,0.19001892
1459,0.088370316
1464,0.0045672427
1468,0.09442734
1469,0.0022876665
1470,0.014101192
1471,0.12719414
1474,0.015985116
1476,0.03057007
1479,0.052861866
1485,0.19661511
1488,0.037133556
1490,0.047112677
1491,0.050742388
1492,0.13141261
1493,0.065204956
1496,0.03121843
1502,0.039597925
1503,0.020516897
1508,0.10402061
1512,0.05134794
1514,0.12959313
1517,0.04708762
1521,0.034907266
1524,0.014241056
1531,0.17412412
1535,0.030317724
1536,0.04153545
1540,0.07001197
1544,0.12195002
1546,0.17569089
1548,0.026935564
1549,0.117999874
1551,0.12731671
1555,0.047728285
1557,0.17713527
1559,0.034586165
1564,0.009988375
1568,0.06119052
1569,0.027003786
1570,0.20574397
1574,0.06938904
1577,0.02770519
1578,0.1483133
1580,0.021128377
1581,0.11732719
1585,0.011209606
1593,0.049626894
1594,0.01701735
1595,0.06450031
1597,0.00907289
1600,0.09255218
1601,0.11976002
1602,0.06355624
1603,0.10242227
1604,0.01880451
1606,0.106077835
1607,0.06618873
1609,0.06052819
1617,0.05941063
1620,0.030567845
1622,0.16352908
1623,0.020614285
1631,0.073405676
1633,0.0488907
1635,0.053900488
1637,0.05614677
1641,0.056168713
1642,0.18563873
1650,0.23055585
1652,0.07005992
1654,0.056410503
1657,0.0323035
1658,0.071912505
1659,0.21610348
1660,0.018311573
1663,0.12884392
1665,0.21967243
1666,0.22113103
1669,0.12433447
1672,0.010291886
1674,0.012010984
1677,0.05222298
1681,0.00844003
1682,0.072212845
1684,0.18700315
1688,0.0765718
1689,0.12582614
1690,0.064870626
1691,0.07017127
1700,0.045500055
1702,0.056574147
1705,0.19971365
1707,0.053512927
1710,0.02514474
1714,0.14271906
1716,0.029025113
1718,0.05521395
1720,0.04995501
1721,0.10235473
1723,0.13483971
1727,0.17473869
1731,0.044967286
1736,0.21093291
1737,0.058568783
1738,0.031804327
1739,0.12347247
1746,0.057089508
1749,0.21748726
1751,0.19614011
1753,0.1778838
1757,0.2161766
1762,0.0526398
1765,0.061151415
1766,0.054182824
1775,0.032926727
1777,0.22523358
1779,0.1095097
1786,0.019535637
1787,0.10992384
1789,0.20777655
1791,0.04050163
1795,0.1375891
1799,0.058133636
1801,0.21071194
1806,0.12690341
1808,0.048013475
1809,0.014336548
1810,0.12799795
1816,0.16807085
1817,0.016669111
1819,0.20288609
1820,0.05715786
1822,0.060553104
1825,0.05413153
1826,0.07411477
1827,0.035064835
1828,0.050413985
1830,0.018779095
1832,0.047816362
1833,0.09629176
1840,0.014486481
1843,0.04652057
1845,0.19913024
1854,0.05347217
1856,0.16954106
1858,0.015989441
1861,0.055290226
1862,0.16729061
1865,0.06305254
1866,0.12804215
1870,0.013040168
1871,0.039447412
1874,0.22010104
1884,0.20385171
1891,0.06413664
1897,0.16121957
1899,0.02837848
1900,0.025893964
1903,0.1303132
1905,0.12080878
1907,0.020066231
1917,0.03912558
1922,0.04620649
1924,0.1978535
1930,0.055338535
1933,0.11828862
1934,0.05470172
1935,0.18428054
1938,0.0074104485
1945,0.014462994
1946,0.04400091
1948,0.055213805
1949,0.023005193
1950,0.016107125
1951,0.037615158
1952,0.2181672
1955,0.21985622
1956,0.019544836
1962,0.03232182
1963,0.054910764
1964,0.17485484
1966,0.047924064
1970,0.19410749
1972,0.04365173
1973,0.020168986
1974,0.0686624
1975,0.10005541
1978,0.02482249
1984,0.14801699
1986,0.064319044
1989,0.080317765
1990,0.062749274
1992,0.053219654
1993,0.0375458
1994,0.049075864
