Gene1	Gene2	EdgeWeight
g1	g1	1.0
g3	g3	1.0
g1	g11	1.0
g3	g10	1.0
g1	g10	1.0
g1	g9	1.0
g3	g8	1.0
g2	g8	1.0
g1	g8	1.0
g2	g1	1.0
g5	g5	1.0
g4	g4	1.0
g6	g6	1.0
g1	g2	1.0
g2	g2	1.0
g3	g11	0.9994569999999999
g9	g9	0.9964559999999999
g2	g3	0.9959629999999999
g9	g4	0.960361
g3	g9	0.948317
g4	g11	0.910077
g4	g8	0.845201
g2	g10	0.8433350000000001
g11	g3	0.5168510000000001
g4	g10	0.5151720000000001
g4	g3	0.513103
g2	g9	0.50997
g2	g11	0.480158
g2	g7	0.469545
g5	g3	0.462215
g3	g7	0.44942600000000005
g3	g2	0.42278000000000004
g5	g9	0.42261899999999997
g1	g3	0.39704
g4	g6	0.391045
g1	g4	0.335515
g3	g5	0.32715900000000003
g7	g1	0.292004
g9	g11	0.280204
g5	g10	0.268915
g5	g11	0.250625
g8	g8	0.24384299999999998
g9	g6	0.22472899999999998
g11	g9	0.223439
g7	g2	0.220586
g7	g3	0.219482
g8	g9	0.201896
g10	g4	0.196986
g11	g1	0.196965
g5	g4	0.194517
g10	g3	0.163831
g10	g9	0.155629
g1	g5	0.15123
g3	g4	0.14715
g3	g1	0.14358800000000002
g4	g9	0.142423
g8	g3	0.132825
g6	g9	0.124796
g8	g7	0.12313900000000001
g10	g5	0.12279200000000001
g9	g3	0.122005
g10	g7	0.11928499999999999
g8	g10	0.106485
g9	g10	0.105108
g1	g6	0.103754
g6	g4	0.102365
g2	g5	0.09651599999999999
g5	g8	0.093938
g2	g4	0.08860599999999999
g1	g7	0.088513
g2	g6	0.086139
g9	g5	0.085526
g6	g8	0.08543300000000001
g6	g3	0.084709
g8	g6	0.079109
g8	g2	0.077947
g10	g8	0.077725
g4	g7	0.072008
g9	g8	0.06804
g8	g11	0.067834
g11	g4	0.067249
g6	g2	0.065374
g9	g2	0.059511
g7	g8	0.059136
g7	g4	0.058886
g10	g2	0.055184000000000004
g11	g6	0.049282
g11	g8	0.04845
g8	g5	0.046352
g8	g4	0.045205
g6	g10	0.039471
g9	g7	0.038876
g6	g5	0.037486
g9	g1	0.036318
g7	g9	0.036108
g5	g6	0.036007
g10	g10	0.031827999999999995
g10	g1	0.031438
g7	g7	0.029587000000000002
g10	g11	0.028979
g10	g6	0.028842000000000003
g3	g6	0.025175
g5	g2	0.024551
g11	g10	0.02267
g11	g7	0.022213
g11	g5	0.018027
g4	g5	0.015798
g11	g2	0.014949
g11	g11	0.014825
g7	g10	0.01087
g6	g7	0.007431
g4	g1	0.002482
g7	g11	0.002085
g4	g2	0.001866
g8	g1	0.0017929999999999999
g5	g7	0.0017739999999999998
g6	g11	0.001235
g7	g5	0.000734
g7	g6	0.00047400000000000003
g6	g1	0.00029
g5	g1	0.000207
