Gene1	Gene2	EdgeWeight
g4	g9	120
g7	g7	119
g9	g7	118
g9	g4	117
g8	g6	116
g2	g8	115
g6	g5	114
g9	g9	113
g5	g8	112
g1	g7	111
g2	g10	110
g10	g7	109
g5	g6	108
g10	g10	107
g6	g7	106
g1	g6	105
g7	g10	104
g7	g4	103
g3	g9	102
g7	g6	101
g11	g1	100
g10	g6	99
g9	g5	98
g8	g10	97
g10	g1	96
g11	g11	95
g3	g6	94
g4	g4	93
g5	g4	92
g6	g9	91
g11	g4	90
g7	g9	89
g6	g8	88
g4	g10	87
g8	g9	86
g4	g7	85
g4	g8	84
g5	g9	83
g3	g2	82
g2	g4	81
g9	g11	80
g3	g8	79
g3	g10	78
g2	g6	77
g11	g6	76
g3	g4	75
g2	g9	74
g10	g4	73
g6	g4	72
g10	g8	71
g6	g6	70
g4	g1	69
g1	g5	68
g11	g3	67
g11	g9	66
g3	g3	65
g5	g5	64
g1	g10	63
g4	g5	62
g9	g10	61
g2	g11	60
g1	g3	59
g8	g4	58
g2	g2	57
g5	g10	56
g5	g11	55
g8	g2	54
g1	g4	53
g10	g5	52
g6	g10	51
g8	g3	50
g4	g11	49
g11	g2	48
g8	g11	47
g1	g11	46
g8	g8	45
g7	g11	44
g9	g8	43
g10	g11	42
g1	g2	41
g3	g11	40
g6	g11	39
g6	g3	38
g1	g1	37
g9	g6	36
g2	g3	35
g8	g5	34
g2	g7	33
g11	g7	32
g7	g8	31
g5	g2	30
g7	g5	29
g7	g1	28
g11	g8	27
g1	g8	26
g3	g7	25
g11	g5	24
g11	g10	23
g8	g1	22
g1	g9	21
g4	g6	20
g5	g1	19
g8	g7	18
g10	g9	17
g2	g5	16
g5	g7	15
g3	g5	14
g5	g3	13
g9	g1	12
g3	g1	11
g6	g1	10
g7	g2	9
g7	g3	8
g4	g3	7
g9	g3	6
g10	g2	5
g2	g1	4
g10	g3	3
g4	g2	2
g6	g2	1
g9	g2	0
