Gene1	Gene2	corVal	pValue
g2	g2	1	0
g3	g3	1	0
g4	g4	1	0
g1	g1	1	0
g5	g5	1	0
g6	g6	1	0
g7	g7	1	0
g8	g8	1	0
g8	g4	0.13758711622488	0.00430337574911442
g4	g8	0.13758711622488	0.00430337574911443
g8	g7	0.0862796306091027	0.074234225113575
g7	g8	0.0862796306091026	0.0742342251135754
g1	g4	0.0496984762206483	0.304419578107611
g4	g1	0.0496984762206483	0.304419578107611
g4	g3	0.0410561666141425	0.396301613836977
g3	g4	0.0410561666141425	0.396301613836977
g6	g8	0.0405109584358476	0.402608743799844
g8	g6	0.0405109584358476	0.402608743799844
g7	g6	0.0399650367558103	0.40898382564561
g6	g7	0.0399650367558103	0.408983825645609
g7	g4	0.0322840643021579	0.504835631796726
g4	g7	0.0322840643021579	0.504835631796726
g1	g7	0.00177801260249039	0.970708789388838
g7	g1	0.00177801260249033	0.970708789388839
g4	g6	-0.013310130351801	0.78339964407533
g6	g4	-0.013310130351801	0.783399644075329
g4	g5	-0.0316418637737612	0.513351649087266
g5	g4	-0.0316418637737613	0.513351649087265
g6	g3	-0.0486524611613762	0.314723328216564
g3	g6	-0.0486524611613762	0.314723328216564
g5	g7	-0.0584867238805455	0.226702779460197
g7	g5	-0.0584867238805455	0.226702779460197
g2	g6	-0.0711868072835893	0.141018270074252
g6	g2	-0.0711868072835893	0.141018270074252
g3	g7	-0.0729323277478788	0.131503596742651
g7	g3	-0.0729323277478788	0.13150359674265
g1	g2	-0.075968390791638	0.116145140411056
g2	g1	-0.0759683907916381	0.116145140411055
g2	g7	-0.0783763985874248	0.10499302321031
g7	g2	-0.078376398587425	0.104993023210309
g1	g6	-0.0824380156372937	0.0881190802614246
g6	g1	-0.0824380156372937	0.0881190802614245
g4	g2	-0.0853057776567749	0.0775732852299778
g2	g4	-0.0853057776567749	0.0775732852299777
g5	g6	-0.101676482675059	0.0352678496618079
g6	g5	-0.101676482675059	0.0352678496618079
g3	g2	-0.167360134206098	0.000499763113565978
g2	g3	-0.167360134206098	0.000499763113565971
g3	g1	-0.391731336169331	3.47955262658799e-17
g1	g3	-0.391731336169331	3.47955262658799e-17
g1	g5	-0.401646109667975	4.62771748047866e-18
g5	g1	-0.401646109667975	4.62771748047856e-18
g8	g1	-0.434224095421313	3.73101553143152e-21
g1	g8	-0.434224095421313	3.73101553143146e-21
g8	g2	-0.569215408121297	3.32567530879709e-38
g2	g8	-0.569215408121297	3.32567530879685e-38
g5	g2	-0.590403132959194	1.18408555003905e-41
g2	g5	-0.590403132959194	1.18408555003905e-41
g3	g5	-0.603729882422591	5.89583077006787e-44
g5	g3	-0.603729882422591	5.89583077006745e-44
g8	g5	-0.620026529382862	6.34970768092224e-47
g5	g8	-0.620026529382862	6.34970768092152e-47
g8	g3	-0.664609650784132	5.22250634083056e-56
g3	g8	-0.664609650784132	5.22250634082974e-56
