T,s,S,R3,z,Z,R2,E,N,PseudoTime
1.0904124,0.027813219,3.8545199999999995,0.0010184383,0.022086252,3.9306087,0.00032035072,0.03372554,1.5011368,0.0077202828000000005
1.1020136,0.028349586,3.8594856,0.001221893,0.0242095,3.9178803,0.0032117015,0.03323188,1.508926,0.008285512
1.1143048,0.025646862000000003,3.8669827000000003,0.0007797661,0.020502571,3.903621,-0.00039713294,0.031857796,1.515692,0.008636806
1.1234164,0.024594172999999997,3.8660917,-0.00095074455,0.021716284,3.8744483,0.00037958394,0.036495477000000005,1.5255938,0.007536027
1.1324402,0.020843676999999998,3.8728165999999997,0.0015051539999999999,0.020331485,3.8512480000000004,-0.00014053301000000002,0.035377412999999996,1.5339091999999999,0.007766385600000001
1.1391761,0.019841268999999998,3.890158,0.0012932895,0.023189828,3.826058,0.006341518000000001,0.035884697,1.5405064,0.004126164
1.1531857,0.0209107,3.9029443,-0.0029245016999999997,0.023513542000000002,3.806957,0.007567728399999999,0.04012447,1.5437597,0.0
1.1640596,0.020738361,3.9116948,0.0052580475,0.02609258,3.7885942000000004,0.0023340306,0.034331977,1.5488323999999998,0.005163836
1.1744838,0.023543041,3.9315546,0.0034182633,0.027709382,3.7756547999999994,0.0053097336,0.033138264,1.5565854,0.011126148
1.1818716999999999,0.02469639,3.9447660000000004,0.0036166166,0.029772452999999997,3.7597659,-0.0006877232000000001,0.032988653,1.5556203000000002,0.01728387
1.1922537,0.02009912,3.9818184000000003,5.397151e-05,0.03173785,3.7398334,0.0027965764,0.037595145,1.5617902,0.036359597
1.4310379,0.018391432,3.5066080000000004,0.0007776724499999999,0.02590302,3.665451,0.00073342957,0.04004056,1.6541641,0.08602884
1.4119469999999998,0.018171733,3.581231,-0.0064225914,0.026132574,3.7317294999999997,0.0038639847,0.038366355,1.6399626,0.07268767
1.3984517,0.020366797,3.6442902000000004,-0.007545093,0.029539022999999998,3.79471,-3.1631855e-06,0.035938292999999996,1.6370606,0.06125261
1.3801618,0.02568319,3.7178108999999995,-0.00913621,0.03076844,3.8545977999999996,-0.0012343775,0.032191247,1.6257726000000001,0.04233729
1.3649168999999999,0.017837586000000002,3.7854412,-0.013386803000000001,0.025648112999999997,3.9032822,0.002300764,0.033059604,1.6222686000000002,0.03051498
1.3469625,0.014811761000000001,3.8358555,-0.009391286,0.028662866000000002,3.9172385000000003,0.008263946,0.039957,1.6173635,0.030376231
1.3298484,0.016600942,3.886651,-0.011910141,0.023836441,3.9215815000000003,0.011655728,0.035594292,1.6125958,0.026192635
1.3164673999999998,0.019935608,3.9410917999999997,-0.008725245500000001,0.022555431,3.9365299,0.0029617671,0.031918123,1.606531,0.023948606
1.305506,0.019107284,3.9921987,-0.007021949,0.020303473,3.9646324999999996,0.0051992033,0.03343483,1.6024698999999998,0.025150994
1.2966236999999998,0.019760124,4.0258765,-0.010145857,0.019392048999999998,4.0019,0.0074993093000000005,0.038725268,1.6044631999999999,0.030501114
1.3875358999999998,0.02041647,3.6250082999999997,0.0035451993,0.022094008,3.454304,-0.0015629895,0.037004758,1.6208308,0.09864869999999999
1.3751875,0.022330225,3.6744156,-0.00197765,0.027329985,3.4618599999999997,0.0022754965,0.03900519,1.615899,0.09332939999999999
1.3667505,0.028144816,3.7091458,-0.0016713176,0.031354494,3.4725050000000004,0.00037686273999999997,0.038357962,1.6148042999999999,0.090062894
1.3541444999999999,0.025627117999999997,3.7476273,-0.0020390032000000002,0.026265925,3.4761057,-0.0005527994,0.038624167,1.6086413999999998,0.09452419
