cell_0	0.14126073
cell_1	0.11434176
cell_2	0.10440656
cell_3	0.01611167
cell_4	0.0
cell_5	0.0041450458
cell_6	0.0082606925
cell_7	0.006132778
cell_8	0.009764016
cell_9	0.013578818999999999
cell_10	0.008817106
cell_11	0.17262836
cell_12	0.18686454
cell_13	0.18037291
cell_14	0.16295849
cell_15	0.17207973
cell_16	0.15722741
cell_17	0.17949946
cell_18	0.18079288
cell_19	0.18449518
cell_20	0.17506288
cell_21	0.19157416
cell_22	0.16030881
cell_23	0.14643334
cell_24	0.13591507
cell_25	0.21277525
cell_26	0.26481044
cell_27	0.29395673
cell_28	0.3516915
cell_29	0.40911344
cell_30	0.39943534
cell_31	0.29337734
cell_32	0.30203196
cell_33	0.29555187
cell_34	0.2980402
cell_35	0.29694855
cell_36	0.3078281
cell_37	0.24485998
cell_38	0.23914355
cell_39	0.24684684
cell_40	0.21191557
cell_41	0.31963474
cell_42	0.33176613
cell_43	0.3096506
cell_44	0.34422234
cell_45	0.32106399999999996
cell_46	0.32802892
cell_47	0.37564640000000005
cell_48	0.3807374
cell_49	0.36842903
cell_50	0.3726946
cell_51	0.23895551
cell_52	0.26157573
cell_53	0.26640558
cell_54	0.2802602
cell_55	0.28999559999999996
cell_56	0.27304867
cell_57	0.27263087
cell_58	0.2824147
cell_59	0.27684093
cell_60	0.2901183
cell_61	0.4006978
cell_62	0.34527928
cell_63	0.30525458
cell_64	0.33430082
cell_65	0.23485857
cell_66	0.21730605
cell_67	0.14470485
cell_68	0.14581881
cell_69	0.13653047
cell_70	0.13445047
cell_71	0.8925958
cell_72	0.80609614
cell_73	0.7548005999999999
cell_74	0.68021667
cell_75	0.45938787
cell_76	0.42540340000000004
cell_77	0.40467759999999997
cell_78	0.38198772
cell_79	0.38320723
cell_80	0.33697322
cell_81	0.24180847
cell_82	0.24321790000000001
cell_83	0.24815571
cell_84	0.22251877
cell_85	0.18542182
cell_86	0.18733478
cell_87	0.19652793
cell_88	0.19692962
cell_89	0.17900442
cell_90	0.19062033
cell_91	0.16574353
cell_92	0.18785796
cell_93	0.16441129
cell_94	0.14779387
cell_95	0.2043419
cell_96	0.23421177
cell_97	0.26016474
cell_98	0.28645515
cell_99	0.389413
cell_100	0.38451347
cell_101	0.4916049
cell_102	0.48170920000000006
cell_103	0.5104733
cell_104	0.52554697
cell_105	0.48228425
cell_106	0.43688464
cell_107	0.43986088
cell_108	0.43126452
cell_109	0.46450022
cell_110	0.43355837
cell_111	0.43928540000000005
cell_112	0.17504269
cell_113	0.17119223
cell_114	0.19223924
cell_115	0.18137892
cell_116	0.15098591
cell_117	0.15250689
cell_118	0.13275069
cell_119	0.16505547
cell_120	0.17757009
cell_121	0.16140828
cell_122	0.18024705
cell_123	0.120495595
cell_124	0.10668261
cell_125	0.13117105
cell_126	0.19638892
cell_127	0.26428238
cell_128	0.30154267
cell_129	0.30111733
cell_130	0.33057892
cell_131	0.32302190000000003
cell_132	0.48453203
cell_133	0.5300566
cell_134	0.47994345
cell_135	0.531385
cell_136	0.47781155
cell_137	0.5176915
cell_138	0.4815284000000001
cell_139	0.48272600000000004
cell_140	0.46550962
cell_141	0.50370544
cell_142	0.3190212
cell_143	0.31154299999999996
cell_144	0.24783558
cell_145	0.22000045
cell_146	0.14750187
cell_147	0.11242896
cell_148	0.10555242
cell_149	0.10088625
cell_150	0.13345885
cell_151	0.12421403
cell_152	0.40488735
cell_153	0.39687085
cell_154	0.3325485
cell_155	0.29493070000000005
cell_156	0.21517201
cell_157	0.21100834
cell_158	0.1874489
cell_159	0.19134913
cell_160	0.17569576
cell_161	0.17869522
cell_162	0.13192208
cell_163	0.127605
cell_164	0.12573028
cell_165	0.12341981
cell_166	0.124640025
cell_167	0.12446731
cell_168	0.12063609
cell_169	0.12562676
cell_170	0.12038052
cell_171	0.11967288
cell_172	0.24302906
cell_173	0.24553177
cell_174	0.24286807
cell_175	0.22790249
cell_176	0.21522461
cell_177	0.21822779999999997
cell_178	0.21591642
cell_179	0.21216269
cell_180	0.21755649
cell_181	0.17702378
cell_182	0.40621892
cell_183	0.43196416
cell_184	0.4284998
cell_185	0.42957357
cell_186	0.4114942
cell_187	0.41902575
cell_188	0.41687977
cell_189	0.39091027
cell_190	0.40730527
cell_191	0.4883826
cell_192	0.36309797
cell_193	0.33833009999999997
cell_194	0.36919945
cell_195	0.40495113
cell_196	0.4890405
cell_197	0.52166635
cell_198	0.5284479999999999
cell_199	0.49203378
cell_200	0.5339972
cell_201	0.4806835
cell_202	0.15051158
cell_203	0.13688068
cell_204	0.14863846
cell_205	0.17112097
cell_206	0.17042100000000002
cell_207	0.17437270000000002
cell_208	0.19671066
cell_209	0.23108995
cell_210	0.228542
cell_211	0.24494708
cell_212	0.25546685
cell_213	0.30361113
cell_214	0.30557448
cell_215	0.2852088
cell_216	0.2780741
cell_217	0.26788190000000006
cell_218	0.28571594
cell_219	0.28284946
cell_220	0.28303123
cell_221	0.2561102
cell_222	0.36498302
cell_223	0.26124987
cell_224	0.26150528
cell_225	0.25616932
cell_226	0.24510029
cell_227	0.24237952
cell_228	0.23019086
cell_229	0.22639923
cell_230	0.21813348
cell_231	0.22405617
cell_232	0.1874069
cell_233	0.21213391
cell_234	0.17081922
cell_235	0.15400836
cell_236	0.12969529999999999
cell_237	0.111333184
cell_238	0.15472786
cell_239	0.17760637
cell_240	0.19086727
cell_241	0.24796905
cell_242	0.2757815
cell_243	0.3513063
cell_244	0.36344823
cell_245	0.371632
cell_246	0.38075640000000005
cell_247	0.34505308
cell_248	0.33787102
cell_249	0.33348483
cell_250	0.30073140000000004
cell_251	0.32513002
cell_252	0.27789378
cell_253	0.25576255
cell_254	0.22859581
cell_255	0.23971748
cell_256	0.23203868
cell_257	0.24105498
cell_258	0.21570031
cell_259	0.22489709
cell_260	0.22539845
cell_261	0.22101238
cell_262	0.21027523
cell_263	0.3079897
cell_264	0.30830288
cell_265	0.19097015
cell_266	0.17049617
cell_267	0.19658668
cell_268	0.23151565
cell_269	0.2705922
cell_270	0.21480158
cell_271	0.25157845
cell_272	0.27507859999999995
cell_273	0.36556408
cell_274	0.37611207
cell_275	0.3874836
cell_276	0.3742078
cell_277	0.3714261
cell_278	0.3451697
cell_279	0.3656704
cell_280	0.34181195
cell_281	0.316118
cell_282	0.31266859999999996
cell_283	0.28881454
cell_284	0.26482052
cell_285	0.21526864
cell_286	0.23293316
cell_287	0.17111352
cell_288	0.15990351
cell_289	0.12422402
cell_290	0.14568771
cell_291	0.13903731
cell_292	0.13975655
cell_293	0.40827298
cell_294	0.34167907
cell_295	0.37185928
cell_296	0.3643318
cell_297	0.3598212
cell_298	0.3549757
cell_299	0.3251812
cell_300	0.31249785
cell_301	0.30322009999999994
cell_302	0.2890963
cell_303	0.35237262
cell_304	0.363753
cell_305	0.37235612
cell_306	0.35485888
cell_307	0.3583644
cell_308	0.3536933
cell_309	0.32735068
cell_310	0.3226667
cell_311	0.33017135
cell_312	0.32626456
cell_313	0.30140259999999996
cell_314	0.4826955
cell_315	0.50418055
cell_316	0.41158894
cell_317	0.39169696
cell_318	0.27164575
cell_319	0.19171172
cell_320	0.11942252
cell_321	0.12244431
cell_322	0.16772184
cell_323	0.23188902
cell_324	0.24971087
cell_325	0.21941425
cell_326	0.21962089999999998
cell_327	0.20262451
cell_328	0.22954533
cell_329	0.20925198
cell_330	0.23900999
cell_331	0.23461433
cell_332	0.24722564
cell_333	0.22380422
cell_334	0.44700740000000005
cell_335	0.50332695
cell_336	0.44570857
cell_337	0.39865659999999997
cell_338	0.38478085
cell_339	0.28379923
cell_340	0.21508121
cell_341	0.15530457
cell_342	0.15308543
cell_343	0.21115418
cell_344	0.3946157
cell_345	0.3489282
cell_346	0.31215015
cell_347	0.27683136
cell_348	0.22538929
cell_349	0.24350938
cell_350	0.21635133
cell_351	0.2580931
cell_352	0.25323048
cell_353	0.24483821
cell_354	0.24426761
cell_355	0.24231368
cell_356	0.24533905
cell_357	0.2575485
cell_358	0.24150180000000002
cell_359	0.24494746
cell_360	0.23428449
cell_361	0.21678607
cell_362	0.19565086
cell_363	0.18838854
cell_364	0.5470607
cell_365	0.5549088000000001
cell_366	0.54312706
cell_367	0.4475367
cell_368	0.438067
cell_369	0.38389537
cell_370	0.40794882
cell_371	0.36930564
cell_372	0.25459445
cell_373	0.19655433
cell_374	0.33782974
cell_375	0.32451755
cell_376	0.32367593
cell_377	0.3285337
cell_378	0.3225358
cell_379	0.2944123
cell_380	0.29535928
cell_381	0.23998621
cell_382	0.23831660000000002
cell_383	0.20622028
cell_384	0.49002728
cell_385	0.5720835999999999
cell_386	0.5311023
cell_387	0.4976782
cell_388	0.4694349
cell_389	0.46954589999999996
cell_390	0.4405529
cell_391	0.45944965
cell_392	0.48142323
cell_393	0.43623734
cell_394	0.27951929999999997
