x_g5	x_g7	1.9230836519132002
x_g7	x_g5	1.9230836519132002
x_g4	x_g6	1.8543403157445777
x_g6	x_g4	1.8543403157445777
x_g8	x_g9	1.7575907225631688
x_g9	x_g8	1.7575907225631688
x_g1	x_g10	1.7514506539168715
x_g10	x_g1	1.7514506539168715
x_g2	x_g11	1.7273855983702373
x_g11	x_g2	1.7273855983702373
x_g2	x_g3	1.715114437693232
x_g3	x_g2	1.715114437693232
x_g1	x_g2	1.7029605873232265
x_g2	x_g1	1.7029605873232265
x_g1	x_g3	1.698620917089273
x_g3	x_g1	1.698620917089273
x_g10	x_g11	1.6899961313332348
x_g11	x_g10	1.6899961313332348
x_g9	x_g10	1.689393226326323
x_g10	x_g9	1.689393226326323
x_g1	x_g11	1.5861971298550879
x_g11	x_g1	1.5861971298550879
x_g2	x_g8	1.5838115447729617
x_g8	x_g2	1.5838115447729617
x_g1	x_g9	1.5744028116679138
x_g9	x_g1	1.5744028116679138
x_g1	x_g8	1.573969321318023
x_g8	x_g1	1.573969321318023
x_g2	x_g10	1.5591062488171228
x_g10	x_g2	1.5591062488171228
x_g2	x_g9	1.5144291400339172
x_g9	x_g2	1.5144291400339172
x_g9	x_g11	1.450024099519068
x_g11	x_g9	1.450024099519068
x_g8	x_g10	1.4280248192505982
x_g10	x_g8	1.4280248192505982
x_g3	x_g11	1.4193846402342707
x_g11	x_g3	1.4193846402342707
x_g8	x_g11	1.3142060693619821
x_g11	x_g8	1.3142060693619821
x_g4	x_g8	1.2680226160422874
x_g8	x_g4	1.2680226160422874
x_g3	x_g8	1.2478389248427155
x_g8	x_g3	1.2478389248427155
x_g5	x_g8	1.2449210579611183
x_g8	x_g5	1.2449210579611183
x_g4	x_g9	1.0879049250556097
x_g9	x_g4	1.0879049250556097
x_g1	x_g6	1.082233384910996
x_g6	x_g1	1.082233384910996
x_g3	x_g10	1.0489317167447196
x_g10	x_g3	1.0489317167447196
x_g3	x_g9	0.9915407042562985
x_g9	x_g3	0.9915407042562985
x_g5	x_g9	0.9808089645510264
x_g9	x_g5	0.9808089645510264
x_g2	x_g6	0.9593729679700492
x_g6	x_g2	0.9593729679700492
x_g2	x_g7	0.9541261810984561
x_g7	x_g2	0.9541261810984561
x_g1	x_g7	0.924555893105137
x_g7	x_g1	0.924555893105137
x_g1	x_g5	0.8590775313168
x_g5	x_g1	0.8590775313168
x_g1	x_g4	0.8365797763754931
x_g4	x_g1	0.8365797763754931
x_g6	x_g10	0.7533516031849903
x_g10	x_g6	0.7533516031849903
x_g7	x_g10	0.7383164328998901
x_g10	x_g7	0.7383164328998901
x_g7	x_g9	0.7379548388007825
x_g9	x_g7	0.7379548388007825
x_g6	x_g9	0.7331251052840033
x_g9	x_g6	0.7331251052840033
x_g4	x_g10	0.6392731269013687
x_g10	x_g4	0.6392731269013687
x_g3	x_g5	0.6023756995071632
x_g5	x_g3	0.6023756995071632
x_g3	x_g6	0.569170247165696
x_g6	x_g3	0.569170247165696
x_g2	x_g4	0.5537602057843112
x_g4	x_g2	0.5537602057843112
x_g6	x_g11	0.5394859427845347
x_g11	x_g6	0.5394859427845347
x_g2	x_g5	0.5052993882998241
x_g5	x_g2	0.5052993882998241
x_g7	x_g11	0.477435984223475
x_g11	x_g7	0.477435984223475
x_g5	x_g11	0.4677435539943732
x_g11	x_g5	0.4677435539943732
x_g3	x_g7	0.4646796170940645
x_g7	x_g3	0.4646796170940645
x_g5	x_g10	0.44523209560665733
x_g10	x_g5	0.44523209560665733
x_g3	x_g4	0.43148344910222025
x_g4	x_g3	0.43148344910222025
x_g4	x_g11	0.43014699142317536
x_g11	x_g4	0.43014699142317536
x_g6	x_g8	0.38175682579654163
x_g8	x_g6	0.38175682579654163
x_g7	x_g8	0.3518924247346186
x_g8	x_g7	0.3518924247346186
x_g4	x_g5	0.14423431355933375
x_g5	x_g4	0.14423431355933375
x_g6	x_g7	0.1337055717002773
x_g7	x_g6	0.1337055717002773
x_g4	x_g7	0.11477456339931957
x_g7	x_g4	0.11477456339931957
x_g5	x_g6	0.08944451476137204
x_g6	x_g5	0.08944451476137204
