T,s,S,R3,z,Z,R2,E,N,PseudoTime
0.07813027,0.008806618,0.09280826,0.011684489,0.0033079092,0.017299715,0.012438561,1.375799,0.05821963,0.06949596
0.07539589,0.008893709,0.092839785,0.0118122995,0.0018354577,0.020116314,0.0065587587,1.392698,0.060401652,0.050456195999999995
0.084746666,0.005722064000000001,0.08565141,0.013644581000000001,-0.0005732139700000001,0.021605127000000002,0.006310678,1.4093083999999998,0.055154207999999996,0.02773608
0.08150215,0.0064205523,0.084449574,0.012269783999999999,-0.002428825,0.023611628,0.008173706999999999,1.4203848999999997,0.056076374000000005,0.01318316
0.08358009,0.0055133416,0.08938553,0.006822696,-0.0020985220000000002,0.022584671,0.00848448,1.4403523999999999,0.053063083,0.0
0.085851386,0.006154498,0.08971287,0.008483524000000001,-0.0018081485,0.022104671,0.012064071,1.4525832,0.056129355,0.019340018
0.086772926,0.007677128,0.08609322,0.009084596,-0.001026287,0.022269024,0.012080063,1.4585158999999999,0.056521114000000004,0.018006563
0.08323681,0.009840469000000001,0.08733909,0.008859338000000001,-0.0024116791,0.020223928999999998,0.011638955,1.4644052,0.06206137,0.027143192000000003
0.08675624400000001,0.0060645966,0.086479396,0.015865719,-0.0049946597,0.019900424,0.004547408,1.4674021000000002,0.061879605,0.026594326
0.08859825,0.0064865355000000005,0.08855601,0.013749734,-0.010443717,0.021641117999999997,0.006623584,1.4727628000000001,0.068438925,0.030983588
0.088444635,0.007562415699999999,0.086140946,0.012700183,-0.008127166,0.016376888,0.007757119399999999,1.4742095,0.07263261,0.029110862
0.08524578,0.004437577,0.091315456,0.015761187,0.003963381,0.013356303,0.008491166,1.6743526000000002,0.06316849,0.07216221
0.08512692,0.005561375,0.086717404,0.01838526,0.0054759940000000005,0.009455535,0.010122783,1.6585011000000003,0.06697739999999999,0.07178313
0.08556307,0.003750136,0.08627498,0.016679185,0.011349644499999999,0.005445625999999999,0.009087035,1.6479863000000001,0.07176032,0.0746873
0.08691199,0.00224921,0.09255588,0.018521646,0.011048338999999999,0.00091423746,0.013469364,1.638825,0.06783894,0.07869749
0.08847513,-0.0019527695000000002,0.08750854,0.01925691,0.007863653,-0.0032310140000000004,0.019886699,1.6287521999999999,0.06682063,0.07451587
0.08906783,0.0042275493,0.08908595,0.022025077,0.0068455273,0.0011877281,0.016596107,1.6167681,0.073233835,0.07874078
0.089958034,0.0055117905000000005,0.09159699,0.018185357,0.0025552427,0.0032087584999999997,0.0133121945,1.6137834999999998,0.07395496,0.07620433
