,pseudotime
0,0.64335704
5,0.29204616
8,0.37627944
10,0.6612281
12,0.5948436
14,0.27209714
16,0.2851908
17,0.39308488
18,0.59992784
20,0.60218763
29,0.64505273
32,0.63996446
38,0.44907665
40,0.48660186
43,0.70114493
51,0.40732542
55,0.67260987
61,0.62139726
62,0.5940839
64,0.41989437
74,0.44632992
75,0.64695764
76,0.24411339
77,0.6621372
80,0.3316715
81,0.24315228
84,0.24436848
85,0.31985703
90,0.41193005
96,0.52480245
97,0.5368536
98,0.615896
105,0.47941455
106,0.58346087
110,0.26123276
112,0.51844263
113,0.6253655
115,0.5215619
116,0.42157102
121,0.61213964
122,0.25102445
124,0.23716883
125,0.6615022
128,0.35453936
130,0.4999508
132,0.71851695
137,0.53015506
151,0.4784513
162,0.67375994
167,0.5453852
172,0.52149236
175,0.48562354
178,0.6295603
182,0.24972177
184,0.6086877
188,0.46901318
191,0.271741
194,0.24486293
195,0.6038728
197,0.24395394
198,0.60523397
206,0.47269863
208,0.39311683
211,0.2272444
212,0.48242342
216,0.2884536
217,0.5802232
218,0.25066638
222,0.35036555
223,0.6551983
224,0.27392152
232,0.49885416
236,0.6425123
238,0.5566601
240,0.5990172
241,0.6144277
243,0.6103053
245,0.46880427
248,0.6207837
253,0.6585454
263,0.6458599
264,0.5599258
268,0.24541485
270,0.28443602
272,0.7156311
281,0.45383573
286,0.4430274
289,0.44055173
299,0.23626809
300,0.60186535
303,0.5985267
304,0.59948707
311,0.24308647
314,0.30635762
320,0.39861223
321,0.57428014
323,0.48149475
326,0.4157927
329,0.38984743
333,0.5998904
335,0.5926904
339,0.27167842
344,0.25524822
346,0.48057094
349,0.4633408
362,0.3371365
363,0.2519123
364,0.6857994
365,0.22707395
371,0.45734653
373,0.23203976
374,0.37787834
375,0.6706688
378,0.40580723
379,0.53492314
382,0.33030516
384,0.43927437
388,0.24466379
390,0.3244504
394,0.45015517
396,0.51856136
397,0.26007894
399,0.48923934
400,0.41989574
401,0.6117798
409,0.61393845
412,0.4166344
413,0.6318826
415,0.43145877
419,0.47204012
420,0.55345184
421,0.5762004
424,0.5017289
425,0.49835485
429,0.5468045
430,0.37171063
431,0.23964734
435,0.35109168
436,0.47510362
438,0.61494476
440,0.5635091
445,0.6803389
446,0.24660543
447,0.2568688
448,0.6020635
451,0.5855939
453,0.23605096
454,0.57295585
457,0.32036388
458,0.3939354
460,0.56019795
463,0.24134023
466,0.6118237
470,0.41696942
473,0.54815
485,0.55466026
488,0.5697743
490,0.4491908
495,0.59141
496,0.48352566
498,0.67523134
504,0.24599905
505,0.62991565
506,0.24921644
511,0.56351435
512,0.65124744
520,0.18475711
523,0.32205495
525,0.6163032
528,0.26036662
530,0.60047233
531,0.4392327
536,0.43091762
