x_g6	x_g7	1.9540537476881306
x_g7	x_g6	1.9540537476881306
x_g4	x_g8	1.9229470722992636
x_g8	x_g4	1.9229470722992636
x_g2	x_g1	1.8642490255284452
x_g1	x_g2	1.8642490255284452
x_g3	x_g8	1.7763142793846634
x_g8	x_g3	1.7763142793846634
x_g5	x_g8	1.7212742142976918
x_g8	x_g5	1.7212742142976918
x_g2	x_g3	1.581503307906214
x_g3	x_g2	1.581503307906214
x_g1	x_g7	1.5574281305980473
x_g7	x_g1	1.5574281305980473
x_g2	x_g7	1.267902788355149
x_g7	x_g2	1.267902788355149
x_g3	x_g1	1.2415657078504854
x_g1	x_g3	1.2415657078504854
x_g5	x_g6	1.2022294640990099
x_g6	x_g5	1.2022294640990099
x_g1	x_g6	1.1450641249800961
x_g6	x_g1	1.1450641249800961
x_g3	x_g4	1.1258484281026973
x_g4	x_g3	1.1258484281026973
x_g2	x_g6	1.0680591643326975
x_g6	x_g2	1.0680591643326975
x_g2	x_g8	1.0456229650376505
x_g8	x_g2	1.0456229650376505
x_g5	x_g7	1.0360434410119952
x_g7	x_g5	1.0360434410119952
x_g1	x_g8	0.5472676651974282
x_g8	x_g1	0.5472676651974282
x_g3	x_g6	0.5470572683105988
x_g6	x_g3	0.5470572683105988
x_g4	x_g6	0.5352176532571064
x_g6	x_g4	0.5352176532571064
x_g1	x_g5	0.5253295567224464
x_g5	x_g1	0.5253295567224464
x_g6	x_g8	0.5120681983959202
x_g8	x_g6	0.5120681983959202
x_g3	x_g7	0.5119322343470624
x_g7	x_g3	0.5119322343470624
x_g7	x_g8	0.5047377206774168
x_g8	x_g7	0.5047377206774168
x_g4	x_g7	0.4951863956969291
x_g7	x_g4	0.4951863956969291
x_g3	x_g5	0.4604499025467532
x_g5	x_g3	0.4604499025467532
x_g2	x_g5	0.42052201022797425
x_g5	x_g2	0.42052201022797425
x_g4	x_g1	0.32513851418199097
x_g1	x_g4	0.32513851418199097
x_g2	x_g4	0.3239908538144749
x_g4	x_g2	0.3239908538144749
x_g4	x_g5	0.14554744889142826
x_g5	x_g4	0.14554744889142826
