R3	R2	1.9810917476055465
R2	R3	1.9810917476055465
T	S	1.8769198146617996
S	T	1.8769198146617996
Z	E	1.7599848474740787
E	Z	1.7599848474740787
S	Z	1.7576275280571416
Z	S	1.7576275280571416
Z	N	1.5892267637383992
N	Z	1.5892267637383992
T	N	1.576364217264973
N	T	1.576364217264973
z	R2	1.4926500411938122
R2	z	1.4926500411938122
R2	N	1.3766223077307451
N	R2	1.3766223077307451
T	R3	1.3733984063674032
R3	T	1.3733984063674032
z	E	1.3639963948235496
E	z	1.3639963948235496
T	z	1.3590231423039312
z	T	1.3590231423039312
s	z	1.3548480756883519
z	s	1.3548480756883519
T	Z	1.326373275896803
Z	T	1.326373275896803
R2	E	1.2714801038121692
E	R2	1.2714801038121692
s	R2	1.2674324513835473
R2	s	1.2674324513835473
R3	z	1.1779369205229817
z	R3	1.1779369205229817
R3	Z	1.12997501200812
Z	R3	1.12997501200812
T	R2	1.101927602349558
R2	T	1.101927602349558
S	N	1.0916638874060443
N	S	1.0916638874060443
s	R3	1.042977919272961
R3	s	1.042977919272961
R3	N	0.9709809703980496
N	R3	0.9709809703980496
s	N	0.8695313637353701
N	s	0.8695313637353701
z	N	0.7489159209598624
N	z	0.7489159209598624
R3	E	0.7229579482271926
E	R3	0.7229579482271926
s	E	0.6238652079032854
E	s	0.6238652079032854
T	E	0.6179302881294262
E	T	0.6179302881294262
s	S	0.6046321311833109
S	s	0.6046321311833109
S	R3	0.5509259145910129
R3	S	0.5509259145910129
Z	R2	0.5449093609268282
R2	Z	0.5449093609268282
T	s	0.368565252441127
s	T	0.368565252441127
S	R2	0.3347431114878008
R2	S	0.3347431114878008
S	E	0.30410685255340064
E	S	0.30410685255340064
S	z	0.2521292932524255
z	S	0.2521292932524255
E	N	0.1910609125368592
N	E	0.1910609125368592
z	Z	0.10497051643741374
Z	z	0.10497051643741374
s	Z	0.05007663736399663
Z	s	0.05007663736399663
