,pseudotime
3,0.80172276
11,0.52485144
35,0.33947435
44,0.40305492
47,0.5674099
57,0.4766187
75,0.7730582
84,0.9083564
90,0.9001675
95,0.6888052
100,0.81348
119,0.74011475
131,0.46023887
137,0.93476295
149,0.41907167
176,0.5714435
180,0.8233485
197,0.79868704
208,0.5915398
214,0.76605874
224,0.4313039
235,0.47192985
236,0.4727553
267,0.5340823
268,0.50050837
276,0.5335426
284,0.7431714
303,0.39218056
317,0.548057
327,0.819455
329,0.9057898
341,0.8629434
349,0.8567011
357,0.44074118
363,0.9085062
367,0.41905263
378,0.44656754
383,0.4257562
398,0.83455706
410,0.5217468
429,0.8486394
431,0.6078634
432,0.80530596
437,0.8313922
439,0.81064874
441,0.8028506
443,0.82168853
445,0.45174673
459,0.7601935
491,0.4440823
500,0.46290648
504,0.32699153
508,1.0
520,0.62321097
549,0.899556
555,0.8392167
558,0.44210577
564,0.80231106
568,0.9534072
581,0.9248276
584,0.72663856
596,0.43945366
625,0.76729167
629,0.8394433
636,0.4444867
638,0.47134265
644,0.453191
655,0.8601183
662,0.8792105
665,0.42169207
673,0.43805838
692,0.44760495
717,0.73781276
738,0.786256
745,0.44933355
747,0.84002405
752,0.45601004
761,0.75307876
766,0.73271483
775,0.4697034
798,0.9705152
805,0.5804131
816,0.8236706
820,0.6775947
823,0.68107694
846,0.9153175
864,0.90204287
872,0.6003938
880,0.78238004
886,0.9289081
889,0.76198703
890,0.97394764
891,0.8003625
896,0.94216144
897,0.71249646
898,0.76453096
900,0.90387017
903,0.7409849
906,0.43902498
913,0.87139416
915,0.774658
916,0.47564632
920,0.35574305
927,0.7356838
940,0.6416212
946,0.86628574
957,0.85216933
992,0.3914308
1008,0.53876394
1010,0.49858198
1019,0.64436823
1028,0.7749034
1056,0.67669326
1070,0.80397934
1082,0.7868272
1085,0.81226236
1096,0.8712518
1107,0.40904158
1109,0.8437814
1119,0.96305376
1137,0.4802433
1143,0.5136175
1149,0.7428147
1152,0.50357866
1163,0.9048991
1171,0.84866166
1181,0.6498325
1182,0.88174313
1187,0.83948755
1188,0.73791647
1195,0.6535341
1230,0.4629577
1233,0.45598137
1248,0.8563629
1288,0.4020683
1294,0.38135117
1295,0.48124245
1307,0.82312673
1318,0.78155035
1327,0.91487956
1335,0.84385717
1356,0.82185614
1359,0.82142466
1371,0.8666958
1378,0.4329561
1388,0.89938617
1410,0.6346297
1420,0.6486387
1431,0.82382554
1437,0.451392
1439,0.5798517
1443,0.9435431
1450,0.3983993
1458,0.75882435
1479,0.6732502
1489,0.4023912
1492,0.4387093
1516,0.848562
1520,0.8450492
1525,0.45981935
1534,0.78167874
1543,0.3781986
1556,0.6943812
1582,0.62321097
1585,0.8256534
1616,0.89999163
1621,0.9032612
1630,0.6022954
1636,0.8775418
1640,0.7625538
1644,0.4222882
1648,0.7811623
1667,0.9127869
1696,0.4933665
1710,0.9151751
1712,0.64063674
1720,0.43501544
1739,0.84742826
1744,0.5383683
1745,0.47904322
1751,0.68851227
1759,0.8964883
1770,0.46356532
1798,0.81272596
1803,0.66770524
1818,0.653388
1831,0.6323526
1837,0.43044412
1846,0.76985633
1850,0.67697793
1867,0.8163148
1869,0.81523323
1877,0.7553683
1885,0.94540614
1888,0.79768896
1899,0.7413952
1907,0.89059544
1910,0.52015334
1929,0.40409282
1937,0.88606423
1942,0.82771546
1962,0.41179422
1963,0.46325132
1978,0.7969434
1998,0.742328
