Gene1	Gene2	EdgeWeight
g3	g7	63
g3	g5	62
g1	g8	61
g4	g8	60
g8	g7	59
g4	g5	58
g2	g4	57
g3	g8	56
g8	g6	55
g6	g4	54
g6	g8	53
g8	g8	52
g7	g8	51
g5	g8	50
g2	g7	49
g8	g5	48
g5	g1	47
g7	g4	46
g3	g4	45
g1	g6	44
g2	g6	43
g6	g3	42
g5	g7	41
g2	g5	40
g1	g5	39
g5	g6	38
g1	g2	37
g7	g2	36
g5	g4	35
g2	g8	34
g6	g2	33
g8	g2	32
g4	g2	31
g1	g4	30
g3	g6	29
g2	g2	28
g6	g5	27
g5	g5	26
g7	g5	25
g8	g4	24
g7	g6	23
g4	g6	22
g1	g7	21
g4	g7	20
g4	g4	19
g5	g2	18
g4	g1	17
g3	g1	16
g7	g3	15
g6	g6	14
g6	g7	13
g7	g7	12
g7	g1	11
g2	g3	10
g1	g3	9
g8	g3	8
g3	g3	7
g6	g1	6
g1	g1	5
g3	g2	4
g4	g3	3
g8	g1	2
g2	g1	1
g5	g3	0
