TF	target	importance
g1	g7	287.2687040183142
g8	g6	245.80707266491856
g3	g8	195.81192715898698
g2	g8	162.76138154567198
g6	g8	157.5148907813758
g7	g1	149.40725644750324
g2	g7	141.89722759917265
g7	g6	123.36849494951662
g2	g3	114.0002519241861
g8	g3	109.74527583699813
g6	g3	107.9947485242218
g3	g6	106.26275973307492
g7	g3	104.93661906910066
g3	g7	90.6037809651665
g7	g2	86.43233572824613
g7	g8	82.66727828487403
g6	g7	78.0731630308564
g8	g2	71.16272014355712
g2	g1	67.09018102981919
g6	g2	63.68966755703641
g1	g8	61.995915362832015
g3	g2	61.952915225822935
g8	g1	45.752799312453895
g8	g7	44.98562451719248
g1	g2	44.59815456518435
g3	g1	41.45723323696249
g6	g1	36.339575570482026
g2	g6	34.91396693783975
g1	g3	26.890647045279138
g1	g6	24.62782759226739
g5	g8	23.267556647478337
g5	g6	22.647297569972533
g4	g8	18.981050218780744
g5	g3	17.939447438256458
g4	g6	17.37258055241027
g4	g7	12.975658805747257
g5	g7	12.195841063550462
g4	g3	11.493010161957672
g8	g5	10.2983095102168
g3	g5	10.229720719852232
g5	g1	10.208710662521623
g4	g1	9.744243740257541
g2	g4	9.245641804682656
g6	g5	8.354689131291432
g1	g4	8.325593609959881
g8	g4	8.21017484358835
g7	g4	7.394239084621995
g7	g5	7.362413686812704
g3	g4	7.012513415843336
g5	g4	6.909388080230461
g6	g4	6.902449161073317
g5	g2	6.535240234371643
g4	g5	6.343122329267205
g2	g5	6.16557726205438
g4	g2	5.628966545781375
g1	g5	4.246167360505244
