Gene1	Gene2	EdgeWeight
g1	g5	6.0
g5	g3	1.5
g8	g4	0.66666
g2	g6	0.375
g1	g4	0.24
g8	g2	0.16666
g7	g3	0.12244000000000001
g5	g2	0.09375
g1	g6	0.06
g6	g3	0.04958
g6	g4	0.04166
g4	g3	0.0355
g7	g6	0.030610000000000002
g3	g4	0.02076
g3	g6	0.01851
g4	g6	0.01662
g2	g4	0.015
g7	g2	0.01239
g1	g2	0.011340000000000001
g4	g7	0.010409999999999999
g3	g7	0.008870000000000001
g8	g6	0.00823
g2	g3	0.00765
g1	g3	0.00713
g1	g7	0.006659999999999999
g7	g5	0.00624
g6	g8	0.00585
g5	g4	0.0055
g4	g5	0.00462
g8	g5	0.004379999999999999
g6	g5	0.00415
g8	g7	0.00394
g5	g6	0.00375
g2	g5	0.0035600000000000002
g2	g7	0.0034
g5	g7	0.00324
g1	g8	0.00309
g4	g2	0.00296
g3	g5	0.00283
g3	g2	0.00271
g6	g2	0.00249
