SourceGENES,TargetGENES,Interaction,Edges
g3,g7,1.67110668363575,repression
g3,g10,1.41114432146828,repression
g1,g7,1,activation
g10,g7,0.9341503154463,activation
g1,g10,0.810697050303189,activation
g2,g10,0.799664330466418,repression
g8,g7,0.748035426731911,repression
g4,g11,0.716335358384364,repression
g11,g7,0.690954892737499,repression
g4,g2,0.687758830544046,repression
g4,g6,0.639455511007899,activation
g2,g7,0.616643169251918,repression
g4,g7,0.588842004996609,repression
g8,g10,0.587326099881534,activation
g11,g10,0.581976630092952,activation
g11,g6,0.563775934857636,repression
g4,g9,0.550781618620619,activation
g4,g5,0.527124345207611,repression
g4,g1,0.521338982047545,repression
g7,g7,0.510052659982243,activation
g8,g11,0.494862841931451,activation
g4,g8,0.486919643393564,repression
g8,g1,0.452946060293147,activation
g8,g2,0.438655893895661,repression
g3,g6,0.417308748567457,repression
g8,g6,0.403174820285151,repression
g9,g6,0.399196328604202,repression
g5,g6,0.37541889047773,repression
g4,g3,0.361785677792927,repression
g8,g3,0.348328633667141,repression
g9,g10,0.342571273562717,repression
g9,g11,0.328806523639518,repression
g1,g3,0.308246034645015,repression
g11,g11,0.307220308736739,activation
g9,g7,0.294367007465163,activation
g3,g3,0.288829226778651,activation
g8,g8,0.287710424643664,activation
g10,g3,0.277465149262892,repression
g1,g1,0.273009223813728,activation
g9,g8,0.270285285555758,activation
g10,g2,0.268945637719089,repression
g11,g1,0.268323154657855,activation
g9,g1,0.267823243512195,activation
g2,g6,0.26071059878355,repression
g9,g2,0.254527238977674,repression
g10,g6,0.251866833597807,activation
g10,g1,0.25119040890419,activation
g5,g2,0.247970500888961,repression
g11,g8,0.238818440720087,activation
g7,g6,0.235000402804602,repression
g7,g10,0.232276502399676,activation
g4,g10,0.230976763668662,repression
g5,g1,0.230373693427419,repression
g10,g11,0.228415997470676,activation
g9,g9,0.226437179518307,activation
g9,g5,0.219971435160924,repression
g5,g8,0.202022936517703,activation
g1,g11,0.199678251730313,activation
g1,g6,0.198525326832298,repression
g11,g3,0.192211037609067,repression
g11,g2,0.186356721882781,repression
g3,g1,0.181806163190575,repression
g2,g11,0.180063864230421,repression
g5,g10,0.178380430987184,repression
g1,g2,0.175842052397779,activation
g2,g1,0.174514198146321,activation
g5,g7,0.17152101395053,activation
g9,g3,0.156032660650778,repression
g2,g3,0.154842740072023,repression
g11,g5,0.149788518706924,activation
g5,g3,0.128830108915601,repression
g5,g5,0.12255313288624,activation
g7,g1,0.117281438640738,activation
g7,g3,0.111552812234697,repression
g10,g10,0.111120598825273,activation
g5,g11,0.107459820131385,activation
g9,g4,0.106272947367904,activation
g10,g8,0.0790164253430221,activation
g3,g11,0.0778259338134865,repression
g11,g9,0.0651033436667545,repression
g4,g4,0.0643308255974463,activation
g2,g8,0.0590977017374748,repression
g11,g4,0.0453840419948071,repression
g7,g2,0.0404005011697086,repression
g1,g8,0.0294974053485808,activation
g8,g9,0.0293664376310775,activation
g7,g11,0.022988004259777,repression
g7,g8,0.0216394941767554,repression
g2,g2,0.0161516534652375,activation
g6,g7,0.0119338175935931,repression
g6,g6,0.00871999827260006,activation
g8,g5,0.00829556223306577,activation
g6,g2,0.00707736187860055,repression
g6,g1,0.00538793768134037,repression
g6,g3,0.00477362120148322,repression
g6,g10,0.00266951002886107,activation
g6,g8,0.00229238990475992,repression
g10,g9,0.0012292107574688,repression
g6,g11,0.00108047497621799,repression
g6,g5,0.000363994535534931,repression
g1,g4,0,no regulation
g1,g5,0,no regulation
g1,g9,0,no regulation
g2,g4,0,no regulation
g2,g5,0,no regulation
g2,g9,0,no regulation
g3,g2,0,no regulation
g3,g4,0,no regulation
g3,g5,0,no regulation
g3,g8,0,no regulation
g3,g9,0,no regulation
g5,g4,0,no regulation
g5,g9,0,no regulation
g6,g4,0,no regulation
g6,g9,0,no regulation
g7,g4,0,no regulation
g7,g5,0,no regulation
g7,g9,0,no regulation
g8,g4,0,no regulation
g10,g4,0,no regulation
g10,g5,0,no regulation
