T s 0.0211755971257158
T S 0.021363459868242
T R3 0.0246774924041847
T z 0.0202623658153646
T Z 0.025065095485436
T R2 0.0208371427943554
T E 0.0251826162148996
T N 0.0160095743176169
s T 0.0223567692704788
s S 0.0300447629348636
s R3 0.0230541459702876
s z 0.0272645354980593
s Z 0.0165151059631752
s R2 0.0267783006513144
s E 0.0288704177567722
s N 0.0229515159155134
S T 0.019023621551094
S s 0.0196100594927431
S R3 0.0257380679532701
S z 0.0158922163959894
S Z 0.0241996830431606
S R2 0.0219826712688994
S E 0.01788094442308
S N 0.0204991760306645
R3 T 0.0241008284371848
R3 s 0.0210229001425182
R3 S 0.0263600423593144
R3 z 0.0161733182317218
R3 Z 0.0218245098811242
R3 R2 0.0274889542894294
R3 E 0.0228517818222471
R3 N 0.0226447491733312
z T 0.0261872443605916
z s 0.0224345551429673
z S 0.0238341350087156
z R3 0.0187432171724721
z Z 0.0218895149306059
z R2 0.022746245450417
z E 0.0214729334821038
z N 0.029535566097783
Z T 0.0163065318856261
Z s 0.0284554043821801
Z S 0.0216409650301452
Z R3 0.0167918055611168
Z z 0.0217701724368872
Z R2 0.0208159941773679
Z E 0.0243572735849228
Z N 0.0219465053378797
R2 T 0.0212732481588834
R2 s 0.0158434061155023
R2 S 0.0263444961715734
R2 R3 0.0206388142438074
R2 z 0.0155094914851431
R2 Z 0.0185358905746239
R2 E 0.025227704074101
R2 N 0.0245259219695624
E T 0.0143869402128205
E s 0.0241475671720936
E S 0.0289368571939067
E R3 0.0138375780099883
E z 0.0240179276400426
E Z 0.0262978111830943
E R2 0.0282767827028746
E N 0.0305539885150714
N T 0.0228852901975208
N s 0.0234339638709546
N S 0.0254695646772211
N R3 0.01515121408903
N z 0.0218711439175915
N Z 0.0210270430593125
N R2 0.0197373362786518
N E 0.0247001501215651
