TF	target	importance
g1	g7	0.46644298341973756
g8	g6	0.39075578405000316
g7	g1	0.36274329034533914
g3	g8	0.2755687988082458
g7	g2	0.2753988092118385
g7	g3	0.2591608499957654
g3	g2	0.2393531739060582
g2	g8	0.21925000706552913
g8	g3	0.2141762259938793
g2	g3	0.2066387320354911
g2	g7	0.20201936879460433
g6	g8	0.20183308380166154
g7	g6	0.19453301544556678
g2	g1	0.19288519067715196
g8	g2	0.1820674262258261
g3	g6	0.17903056352310048
g6	g3	0.17092878580663404
g3	g5	0.1532928811468278
g7	g8	0.14978082549694574
g4	g5	0.14803963097290013
g5	g4	0.1473484280236562
g6	g5	0.14620917764779912
g2	g4	0.14561520987132506
g3	g4	0.14537028364606705
g8	g5	0.144475551953855
g6	g4	0.14189623823559497
g8	g4	0.14150724959944702
g1	g4	0.1407162072160096
g7	g5	0.14035440659989698
g7	g4	0.13754638340790007
g1	g5	0.13693821080238516
g2	g5	0.1306901408763357
g8	g1	0.1227074814979451
g6	g2	0.1182854184710057
g3	g7	0.11113222357947411
g6	g1	0.10595530176934753
g1	g2	0.10445563791950681
g3	g1	0.09119388446476644
g8	g7	0.086291271607717
g6	g7	0.0825561176802375
g2	g6	0.07846760064629812
g1	g8	0.07723620241864666
g5	g1	0.06279533212394915
g1	g6	0.061947891020575074
g4	g1	0.0617195191215008
g1	g3	0.05868485896214263
g5	g3	0.04985604658991132
g4	g6	0.048528011493775856
g5	g6	0.04673713382068032
g4	g3	0.04055450061617608
g5	g8	0.04051500077297291
g4	g2	0.04040003624429235
g5	g2	0.0400394980214723
g4	g8	0.03581608163599833
g4	g7	0.025873181913646296
g5	g7	0.02568485300458314
