x_g1 x_g2 0.0329596908786548
x_g1 x_g3 0.028444312819108
x_g1 x_g4 -0.00908596024802378
x_g1 x_g5 0.0265666224286529
x_g1 x_g6 0.0318094654170706
x_g1 x_g7 0.00962503919001879
x_g1 x_g8 0.0348911710236365
x_g1 x_g9 0.0216529385433963
x_g1 x_g10 0.0226800699910256
x_g1 x_g11 0.029264406075249
x_g2 x_g1 0.0439736100457512
x_g2 x_g3 0.0467080522516637
x_g2 x_g4 0.0355420338008435
x_g2 x_g5 0.0271730801584053
x_g2 x_g6 0.0558044260057338
x_g2 x_g7 0.0372588644631252
x_g2 x_g8 0.0197019309204837
x_g2 x_g9 0.0336293561510427
x_g2 x_g10 0.0312056894163348
x_g2 x_g11 0.0698138478477378
x_g3 x_g1 0.0447203860400719
x_g3 x_g2 0.0754281561382147
x_g3 x_g4 0.0443994986730552
x_g3 x_g5 0.00977438923279714
x_g3 x_g6 0.0337048190741426
x_g3 x_g7 0.00900835160986493
x_g3 x_g8 0.0144051811144175
x_g3 x_g9 0.0321665538407595
x_g3 x_g10 0.0356416375675482
x_g3 x_g11 0.0658365474470178
x_g4 x_g1 -0.00781208043724485
x_g4 x_g2 0.0396693520310802
x_g4 x_g3 0.0119145901771811
x_g4 x_g5 0.0230292674591272
x_g4 x_g6 0.041430302051034
x_g4 x_g7 0.0386263246156007
x_g4 x_g8 0.0275326792063621
x_g4 x_g9 0.0374945858688134
x_g4 x_g10 0.0130409858747649
x_g4 x_g11 0.025371990024929
x_g5 x_g1 0.0448417768557631
x_g5 x_g2 0.0370817149189465
x_g5 x_g3 0.00924749483902683
x_g5 x_g4 0.0217715417204333
x_g5 x_g6 0.0434918255777166
x_g5 x_g7 0.0396639531011468
x_g5 x_g8 0.0311885778245625
x_g5 x_g9 0.0174268553295598
x_g5 x_g10 0.015103842799216
x_g5 x_g11 0.0295734064162267
x_g6 x_g1 -0.0191833825587851
x_g6 x_g2 0.0410115765147024
x_g6 x_g3 0.0192631024414842
x_g6 x_g4 -0.0139622369507716
x_g6 x_g5 0.0336338545440449
x_g6 x_g7 0.0493910304618665
x_g6 x_g8 0.0234737642556978
x_g6 x_g9 0.0368655896444883
x_g6 x_g10 0.0162876515077781
x_g6 x_g11 0.0320588519426012
x_g7 x_g1 0.0376433266540937
x_g7 x_g2 -0.000262598295253039
x_g7 x_g3 0.0239718957394489
x_g7 x_g4 0.0102334735939639
x_g7 x_g5 0.000826816567742575
x_g7 x_g6 0.0304582851078941
x_g7 x_g8 0.0120509765069573
x_g7 x_g9 0.0165549251526748
x_g7 x_g10 0.0211555473795763
x_g7 x_g11 0.0292882071648467
x_g8 x_g1 0.0410876621168505
x_g8 x_g2 0.0236065579612425
x_g8 x_g3 0.00602780772801604
x_g8 x_g4 0.00445725586203389
x_g8 x_g5 0.029199446208099
x_g8 x_g6 0.0251619438504681
x_g8 x_g7 0.00921847689284869
x_g8 x_g9 0.0241701653131271
x_g8 x_g10 0.022385472035882
x_g8 x_g11 0.033462895589638
x_g9 x_g1 0.0104238684098416
x_g9 x_g2 0.0248154344993142
x_g9 x_g3 0.0173415502034188
x_g9 x_g4 0.0322350819324788
x_g9 x_g5 0.0231469794796052
x_g9 x_g6 0.0328229425339596
x_g9 x_g7 0.0049707224668249
x_g9 x_g8 0.03528196045034
x_g9 x_g10 0.0162567390839701
x_g9 x_g11 0.0251590226768723
x_g10 x_g1 0.0305476587675671
x_g10 x_g2 0.0229864168589779
x_g10 x_g3 0.0132235779403611
x_g10 x_g4 0.0251119513660591
x_g10 x_g5 0.0237519862634054
x_g10 x_g6 0.0226786423978623
x_g10 x_g7 0.00228291560264906
x_g10 x_g8 0.0235057291491147
x_g10 x_g9 0.0019905476534736
x_g10 x_g11 0.0281324815189303
x_g11 x_g1 0.0283985365846573
x_g11 x_g2 0.0211981838489656
x_g11 x_g3 0.00952246883961862
x_g11 x_g4 0.0157006048346642
x_g11 x_g5 0.0507804360654556
x_g11 x_g6 0.0253798709536548
x_g11 x_g7 -0.00022334424610513
x_g11 x_g8 0.0077203976387888
x_g11 x_g9 0.0431207723228056
x_g11 x_g10 0.0209211750533725
